smiles,top_score
Cc1cnc(C)c(N[C@H]2CCCC2(C)C)n1,-4.5
Cc1cnc(C)n1C[C@@H](C)N,-4.5
Cc1cnc(C)n1C[C@H](C)N,-4.8
Cc1cnc(C)n1C[C@@H](C)O,-4.4
Cc1cnc(C)n1C[C@H](C)O,-4.8
Cc1cnc([C@@H]2CNCCN2)s1,-5.5
Cc1cnc([C@H]2CNCCN2)s1,-5.2
Cc1cnc(C[C@@H]2C=CCCN2)nc1C,-6.9
Cc1cnc(C[C@H]2C=CCCN2)nc1C,-6.3
Cc1cnc(CN(C)C(=O)[C@@H]2C=CCN2)[nH]1,-6.3
Cc1cnc(CN(C)C(=O)[C@H]2C=CCN2)[nH]1,-5.5
Cc1cnc(CN2CCC[C@@H](N(C)C)C2)[nH]1,-5.9
Cc1cnc(CN2CCC[C@H](N(C)C)C2)[nH]1,-5.5
Cc1cnc(CN2CCCC[C@@H]2C(=O)O)[nH]1,-6.4
Cc1cnc(CN2CCCC[C@H]2C(=O)O)[nH]1,-5.7
Cc1cnc(CN[C@@H]2CCC2(C)C)s1,-5.9
Cc1cnc(CN[C@H]2CCC2(C)C)s1,-5.6
Cc1cnc(Cl)c(N[C@@H](C)C(C)C)c1,-5.8
Cc1cnc(Cl)c(N[C@H](C)C(C)C)c1,-5.5
Cc1cnc(Cl)c(N[C@@H](C)C2(C)CC2)c1,-5.4
Cc1cnc(Cl)c(N[C@H](C)C2(C)CC2)c1,-5.9
Cc1cnc(Cl)c(N[C@@H]2CCNC2)c1,-5.9
Cc1cnc(Cl)c(N[C@H]2CCNC2)c1,-6.4
Cc1cnc(F)cc1[C@@H](C)CCS,-5.4
Cc1cnc(F)cc1[C@H](C)CCS,-4.9
Cc1cnc(N(C2CC2)[C@@H](C)CN)o1,-5.3
Cc1cnc(N(C2CC2)[C@H](C)CN)o1,-4.8
Cc1cnc(N(C)[C@@H]2CCNC2)o1,-5.4
Cc1cnc(N(C)[C@H]2CCNC2)o1,-5.1
Cc1cnc(N(C)[C@@H]2CCNC2=O)nc1,-5.9
Cc1cnc(N(C)[C@H]2CCNC2=O)nc1,-5.6
Cc1cnc(N(C)C[C@@H]2CCCN2)o1,-6.0
Cc1cnc(N(C)C[C@H]2CCCN2)o1,-5.6
Cc1cnc(N)nc1[C@@H]1CCCN1,-6.2
Cc1cnc(N)nc1[C@H]1CCCN1,-6.6
Cc1cnc(N)nc1N(C)[C@@H]1CCSC1,-5.0
Cc1cnc(N)nc1N(C)[C@H]1CCSC1,-5.6
Cc1cnc(N)nc1N1CC[C@@H](C)C1,-5.7
Cc1cnc(N)nc1N1CC[C@H](C)C1,-5.2
Cc1cnc(N)nc1N[C@@H](C)CC(C)C,-6.4
Cc1cnc(N)nc1N[C@H](C)CC(C)C,-6.0
Cc1cnc(N)nc1N[C@@H](C)c1ccco1,-7.0
Cc1cnc(N)nc1N[C@H](C)c1ccco1,-6.4
Cc1cnc(N)nc1N[C@@H]1CCCN(C)C1,-6.9
Cc1cnc(N)nc1N[C@H]1CCCN(C)C1,-4.7
Cc1cnc(N2CC[C@@H](C(=O)O)C2)nc1C,-5.6
Cc1cnc(N2CC[C@H](C(=O)O)C2)nc1C,-6.3
Cc1cnc(N2CCC[C@@H](CN)C2)o1,-5.9
Cc1cnc(N2CCC[C@H](CN)C2)o1,-4.9
Cc1cnc(N2CCC[C@@H]2C(=O)O)o1,-5.6
Cc1cnc(N2CCC[C@H]2C(=O)O)o1,-6.1
Cc1cnc(N2CCC[C@@H]2C(=O)O)s1,-5.4
Cc1cnc(N2CCC[C@H]2C(=O)O)s1,-6.0
Cc1cnc(NC(=O)[C@@H](C)OC(C)C)cn1,-5.6
Cc1cnc(NC(=O)[C@H](C)OC(C)C)cn1,-5.9
Cc1cnc(NC(=O)[C@@H]2CCCN2)s1,-6.3
Cc1cnc(NC(=O)[C@H]2CCCN2)s1,-6.0
Cc1cnc(N[C@@H](C)C(C)(C)C)nc1,-4.9
Cc1cnc(N[C@H](C)C(C)(C)C)nc1,-5.3
Cc1cnc(N[C@@H](C)CC(=O)O)o1,-5.9
Cc1cnc(N[C@H](C)CC(=O)O)o1,-5.5
Cc1cnc(N[C@@H](C)CC(=O)O)s1,-4.9
Cc1cnc(N[C@H](C)CC(=O)O)s1,-5.3
Cc1cnc(N[C@@]2(C)CCCNC2)nc1N,-6.0
Cc1cnc(N[C@]2(C)CCCNC2)nc1N,-6.7
Cc1cnc(N[C@@H]2CCCSC2)nc1,-6.2
Cc1cnc(N[C@H]2CCCSC2)nc1,-5.7
Cc1cnc(N[C@@H]2CCNC2)o1,-5.5
Cc1cnc(N[C@H]2CCNC2)o1,-5.8
Cc1cnc(NC[C@@H]2CCCOC2)s1,-6.4
Cc1cnc(NC[C@H]2CCCOC2)s1,-6.1
Cc1cnc(NCC[C@@H]2CCCCN2)o1,-6.6
Cc1cnc(NCC[C@H]2CCCCN2)o1,-6.3
Cc1cnc(O[C@@H]2CCNC2)c(C(=O)O)c1,-6.6
Cc1cnc(O[C@H]2CCNC2)c(C(=O)O)c1,-5.7
Cc1cnc(SC[C@@H](C)N)nc1,-5.3
Cc1cnc(SC[C@H](C)N)nc1,-4.9
Cc1cnc(SC[C@@H]2CCCO2)c(N)c1,-7.1
Cc1cnc(SC[C@H]2CCCO2)c(N)c1,-6.6
Cc1cnc(SC[C@@H]2CCCO2)cc1N,-6.7
Cc1cnc(SC[C@H]2CCCO2)cc1N,-6.1
Cc1cnc2c([C@@H](C)N)cnn2c1,-5.7
Cc1cnc2c([C@H](C)N)cnn2c1,-6.2
Cc1cnc2c(c1)NC(=O)[C@@H](C(C)C)CN2,-6.7
Cc1cnc2c(c1)NC(=O)[C@H](C(C)C)CN2,-6.1
Cc1cnc2c(c1)NC(=O)[C@@H](C(C)C)N2,-7.3
Cc1cnc2c(c1)NC(=O)[C@H](C(C)C)N2,-6.1
Cc1cnc2c(c1)NC(=O)[C@@](C)(C1CC1)N2,-7.6
Cc1cnc2c(c1)NC(=O)[C@](C)(C1CC1)N2,-6.3
Cc1cnc2c(c1)nc(N)n2[C@@H](C)C(C)C,-6.1
Cc1cnc2c(c1)nc(N)n2[C@H](C)C(C)C,-5.5
Cc1cnc2c(c1)nc(N)n2[C@@H]1CC1(C)C,-6.8
Cc1cnc2c(c1)nc(N)n2[C@H]1CC1(C)C,-5.5
Cc1cnc2n(c1=O)[C@@H](C)CCC2,-4.9
Cc1cnc2n(c1=O)[C@H](C)CCC2,-5.3
Cc1cnc2n1C[C@@H](C(=O)O)C2,-5.6
Cc1cnc2n1C[C@H](C(=O)O)C2,-5.3
Cc1cnc2nc([C@@H](O)CCN)[nH]c2c1,-6.4
Cc1cnc2nc([C@H](O)CCN)[nH]c2c1,-6.8
Cc1cncc(C(=O)[C@@H](C)C(C)C)c1,-5.9
Cc1cncc(C(=O)[C@H](C)C(C)C)c1,-5.5
Cc1cncc(C(=O)C[C@@H](C)C(C)(C)C)c1,-5.8
Cc1cncc(C(=O)C[C@H](C)C(C)(C)C)c1,-6.2
Cc1cncc([C@@H](N)C2=CCCCO2)c1,-7.0
Cc1cncc([C@H](N)C2=CCCCO2)c1,-6.6
Cc1cncc([C@@H](N)C2=CCCO2)c1,-6.7
Cc1cncc([C@H](N)C2=CCCO2)c1,-6.4
Cc1cncc([C@@H](N)c2ccsc2C)c1,-5.7
Cc1cncc([C@H](N)c2ccsc2C)c1,-6.1
Cc1cncc([C@@H](O)C2=CCCCO2)c1,-7.0
Cc1cncc([C@H](O)C2=CCCCO2)c1,-6.7
Cc1cncc([C@@H](O)c2ccsc2C)c1,-5.9
Cc1cncc([C@H](O)c2ccsc2C)c1,-6.4
Cc1cncc(C)c1[C@@H](Cl)ON=[N+]=[N-],-4.9
Cc1cncc(C)c1[C@H](Cl)ON=[N+]=[N-],-5.4
Cc1cncc(C2=C[C@@H](C#N)C(=O)N=C2)n1,-6.4
Cc1cncc(C2=C[C@H](C#N)C(=O)N=C2)n1,-6.1
Cc1cncc(CN2CCC[C@@H](N)C2)c1,-5.9
Cc1cncc(CN2CCC[C@H](N)C2)c1,-6.3
Cc1cncc(CN2CCN[C@@H](C)C2)c1,-5.8
Cc1cncc(CN2CCN[C@H](C)C2)c1,-6.2
Cc1cncc(N2CCC([C@@H](C)N)CC2)n1,-5.5
Cc1cncc(N2CCC([C@H](C)N)CC2)n1,-6.4
Cc1cncc(N2CC[C@@H](CO)C2)c1,-5.9
Cc1cncc(N2CC[C@H](CO)C2)c1,-6.2
Cc1cncc(N2CCC[C@@H](C(=O)O)C2)n1,-6.0
Cc1cncc(N2CCC[C@H](C(=O)O)C2)n1,-6.5
Cc1cncc(N2CCC[C@@H](CO)C2)n1,-5.9
Cc1cncc(N2CCC[C@H](CO)C2)n1,-6.5
Cc1cncc(NC(=O)N[C@@H]2CCOC2)c1,-7.2
Cc1cncc(NC(=O)N[C@H]2CCOC2)c1,-6.4
Cc1cncc(N[C@@H]2CCCSC2)c1,-6.2
Cc1cncc(N[C@H]2CCCSC2)c1,-5.5
Cc1cnccc1[C@@H](N)C1=CCCCO1,-6.3
Cc1cnccc1[C@H](N)C1=CCCCO1,-5.9
Cc1cnccc1[C@@H](NN)C1=CCCO1,-5.8
Cc1cnccc1[C@H](NN)C1=CCCO1,-6.1
Cc1cnccc1[C@@H](O)c1ccc[nH]1,-5.9
Cc1cnccc1[C@H](O)c1ccc[nH]1,-6.5
Cc1cnccc1[C@@H]1CCc2ccccc21,-7.0
Cc1cnccc1[C@H]1CCc2ccccc21,-7.4
Cc1cnccc1CNC(=O)[C@@H](C)C(=O)O,-6.2
Cc1cnccc1CNC(=O)[C@H](C)C(=O)O,-6.6
Cc1cnccc1NC(=O)[C@@H](C)C(=O)O,-5.6
Cc1cnccc1NC(=O)[C@H](C)C(=O)O,-6.0
Cc1cnccc1N[C@@H](C)C1CCOCC1,-6.3
Cc1cnccc1N[C@H](C)C1CCOCC1,-5.7
Cc1cnccc1N[C@@H]1CCCCC1(C)C,-5.1
Cc1cnccc1N[C@H]1CCCCC1(C)C,-5.4
Cc1cnccc1S[C@@H](C)CCO,-5.4
Cc1cnccc1S[C@H](C)CCO,-5.1
Cc1cncn1C[C@@]1(C)CCCCN1,-5.9
Cc1cncn1C[C@]1(C)CCCCN1,-5.5
Cc1cncn1C[C@@H]1CCCNC1,-6.0
Cc1cncn1C[C@H]1CCCNC1,-5.6
Cc1cnn(-c2ccc([C@@H](C)CO)cc2)c1,-6.8
Cc1cnn(-c2ccc([C@H](C)CO)cc2)c1,-7.1
Cc1cnn(-c2ccc([C@@H](C)CO)cc2)n1,-6.6
Cc1cnn(-c2ccc([C@H](C)CO)cc2)n1,-6.9
Cc1cnn(-c2cccc([C@@H](C)CO)c2)n1,-6.1
Cc1cnn(-c2cccc([C@H](C)CO)c2)n1,-6.4
Cc1cnn(-c2cccc3c2[C@@H](N)CC3)c1,-5.2
Cc1cnn(-c2cccc3c2[C@H](N)CC3)c1,-6.5
Cc1cnn(-c2ccccc2[C@@H](C)O)n1,-5.8
Cc1cnn(-c2ccccc2[C@H](C)O)n1,-4.9
Cc1cnn(-c2ccccc2C[C@@H](C)N)n1,-5.5
Cc1cnn(-c2ccccc2C[C@H](C)N)n1,-6.1
Cc1cnn([C@@H](C)C(=O)O)n1,-4.8
Cc1cnn([C@H](C)C(=O)O)n1,-5.1
Cc1cnn(C)c1C(=O)[C@@H](C)C(C)C,-4.5
Cc1cnn(C)c1C(=O)[C@H](C)C(C)C,-5.0
Cc1cnn(C)c1C(=O)[C@@H]1CCCCN1,-5.7
Cc1cnn(C)c1C(=O)[C@H]1CCCCN1,-4.7
Cc1cnn(C)c1C(=O)[C@@H]1CCCNC1,-4.8
Cc1cnn(C)c1C(=O)[C@H]1CCCNC1,-5.6
Cc1cnn(C)c1C(=O)[C@@H]1CCCO1,-5.2
Cc1cnn(C)c1C(=O)[C@H]1CCCO1,-4.7
Cc1cnn(C)c1C(=O)[C@@H]1CCNC1,-4.7
Cc1cnn(C)c1C(=O)[C@H]1CCNC1,-5.1
Cc1cnn(C)c1C(=O)C[C@@H]1CCNC1,-6.3
Cc1cnn(C)c1C(=O)C[C@H]1CCNC1,-5.7
Cc1cnn(C)c1C(=O)C[C@@H]1CCOC1,-6.5
Cc1cnn(C)c1C(=O)C[C@H]1CCOC1,-5.7
Cc1cnn(C)c1[C@@](C)(F)CN,-4.2
Cc1cnn(C)c1[C@](C)(F)CN,-4.6
Cc1cnn(C)c1[C@@](C)(O)C1(C)CC1,-4.0
Cc1cnn(C)c1[C@](C)(O)C1(C)CC1,-3.7
Cc1cnn(C)c1[C@@H](C)O,-4.3
Cc1cnn(C)c1[C@H](C)O,-4.0
Cc1cnn(C)c1[C@@H](O)c1ncc[nH]1,-5.6
Cc1cnn(C)c1[C@H](O)c1ncc[nH]1,-5.9
Cc1cnn(C)c1[C@@H]1CCCC1=O,-4.6
Cc1cnn(C)c1[C@H]1CCCC1=O,-5.0
Cc1cnn(C)c1N1CCN[C@@H](C)C1,-4.8
Cc1cnn(C)c1N1CCN[C@H](C)C1,-4.3
Cc1cnn(C[C@@H](N)C2CCCCC2)c1,-6.5
Cc1cnn(C[C@H](N)C2CCCCC2)c1,-6.8
Cc1cnn(C[C@@H](O)CN2CCNCC2)c1,-6.1
Cc1cnn(C[C@H](O)CN2CCNCC2)c1,-5.8
Cc1cnn(C[C@@H]2CCCCN2C)c1,-5.5
Cc1cnn(C[C@H]2CCCCN2C)c1,-5.8
Cc1cnn(C[C@@H]2CNC(=O)C2)c1,-5.7
Cc1cnn(C[C@H]2CNC(=O)C2)c1,-5.4
Cc1cnn2c1OC[C@@H](C)C2,-5.7
Cc1cnn2c1OC[C@H](C)C2,-5.2
Cc1cnn2c1OC[C@@H](N(C)C)C2,-5.6
Cc1cnn2c1OC[C@H](N(C)C)C2,-4.8
Cc1cnn2ccc(N3CC[C@@H](F)C3)cc12,-6.1
Cc1cnn2ccc(N3CC[C@H](F)C3)cc12,-6.6
Cc1cnnc([C@@]2(C#N)CCOC2)c1,-5.3
Cc1cnnc([C@]2(C#N)CCOC2)c1,-5.6
Cc1cnnc(C[C@@H](C)c2cscn2)n1,-6.3
Cc1cnnc(C[C@H](C)c2cscn2)n1,-5.9
Cc1cnnn1[C@@H](C)C(=O)O,-4.5
Cc1cnnn1[C@H](C)C(=O)O,-4.8
Cc1coc(-c2ccc([C@@H](C)CN)cc2)n1,-6.6
Cc1coc(-c2ccc([C@H](C)CN)cc2)n1,-7.0
Cc1coc(-c2ccc([C@@H](C)CO)cc2)n1,-6.6
Cc1coc(-c2ccc([C@H](C)CO)cc2)n1,-6.9
Cc1coc(C)c1C(=O)N1CCC[C@@H](N)C1,-4.9
Cc1coc(C)c1C(=O)N1CCC[C@H](N)C1,-4.5
Cc1coc(C)c1C(=O)N1CCC[C@@H](O)C1,-5.2
Cc1coc(C)c1C(=O)N1CCC[C@H](O)C1,-3.9
Cc1coc(C)c1C(=O)N1CCC[C@@H]1CO,-5.7
Cc1coc(C)c1C(=O)N1CCC[C@H]1CO,-5.0
Cc1coc([C@@H]2CNCCN2)n1,-5.4
Cc1coc([C@H]2CNCCN2)n1,-5.0
Cc1coc2c([C@@H](C)CO)cccc12,-5.7
Cc1coc2c([C@H](C)CO)cccc12,-6.0
Cc1coc2c(C3([C@@H](C)N)CC3)cccc12,-6.2
Cc1coc2c(C3([C@H](C)N)CC3)cccc12,-5.9
Cc1coc2c1C(=O)C[C@@](C)(C=O)C2,-5.4
Cc1coc2c1C(=O)C[C@](C)(C=O)C2,-6.0
Cc1coc2c1[C@@H](C(=O)O)CCC2,-4.9
Cc1coc2c1[C@H](C(=O)O)CCC2,-5.5
Cc1coc2cccc([C@@H](C)CC=O)c12,-4.6
Cc1coc2cccc([C@H](C)CC=O)c12,-5.0
Cc1csc(=O)n1[C@@](C)(CN)C1CC1,-4.4
Cc1csc(=O)n1[C@](C)(CN)C1CC1,-3.8
Cc1csc([C@@](C)(O)C(=O)NN)n1,-5.8
Cc1csc([C@](C)(O)C(=O)NN)n1,-5.4
Cc1csc([C@@](C)(O)C(=O)O)[n+]1C,-4.5
Cc1csc([C@](C)(O)C(=O)O)[n+]1C,-3.8
Cc1csc([C@@H](C)Cc2ccccc2)n1,-7.0
Cc1csc([C@H](C)Cc2ccccc2)n1,-6.5
Cc1csc([C@@H](C)n2cncc2CO)n1,-5.8
Cc1csc([C@H](C)n2cncc2CO)n1,-5.5
Cc1csc([C@@H](CN)c2ccccn2)n1,-5.7
Cc1csc([C@H](CN)c2ccccn2)n1,-6.0
Cc1csc([C@@H](O)C2=CCCCO2)n1,-6.3
Cc1csc([C@H](O)C2=CCCCO2)n1,-5.9
Cc1csc([C@@H]2CCCCCN2)c1,-6.4
Cc1csc([C@H]2CCCCCN2)c1,-4.7
Cc1csc([C@@H]2CCOC(=O)N2)c1,-6.1
Cc1csc([C@H]2CCOC(=O)N2)c1,-5.8
Cc1csc([C@@H]2CN3CCN2CC3)n1,-4.7
Cc1csc([C@H]2CN3CCN2CC3)n1,-4.3
Cc1csc([C@@H]2CNC(=O)N2)c1,-5.9
Cc1csc([C@H]2CNC(=O)N2)c1,-5.6
Cc1csc([C@@H]2CNCCN2C)n1,-5.3
Cc1csc([C@H]2CNCCN2C)n1,-4.8
Cc1csc([C@@H]2COC(=O)N2C)n1,-4.8
Cc1csc([C@H]2COC(=O)N2C)n1,-5.1
Cc1csc(C[C@@](C)(O)CCl)n1,-4.6
Cc1csc(C[C@](C)(O)CCl)n1,-4.9
Cc1csc(CN(C)[C@@H](C)CO)n1,-5.0
Cc1csc(CN(C)[C@H](C)CO)n1,-4.7
Cc1csc(CN2C[C@@H](N)C2=O)n1,-5.3
Cc1csc(CN2C[C@H](N)C2=O)n1,-5.0
Cc1csc(N2CCC[C@@H]2C)c1C,-5.1
Cc1csc(N2CCC[C@H]2C)c1C,-4.6
Cc1csc(N2CCC[C@@H]2CO)n1,-5.4
Cc1csc(N2CCC[C@H]2CO)n1,-5.1
Cc1csc(N2CCNC[C@@H]2C)n1,-4.0
Cc1csc(N2CCNC[C@H]2C)n1,-4.8
Cc1csc(NC(=O)[C@@H]2CC=CCC2)n1,-7.1
Cc1csc(NC(=O)[C@H]2CC=CCC2)n1,-5.4
Cc1csc(NC(=O)[C@@H]2CCNC2)n1,-6.6
Cc1csc(NC(=O)[C@H]2CCNC2)n1,-6.3
Cc1csc(S[C@@H]2CCNC2)n1,-4.9
Cc1csc(S[C@H]2CCNC2)n1,-5.3
Cc1csc2c(N[C@@H](C)CN)ncnc12,-5.1
Cc1csc2c(N[C@H](C)CN)ncnc12,-4.8
Cc1csc2c(N[C@@H](C)CO)ncnc12,-5.1
Cc1csc2c(N[C@H](C)CO)ncnc12,-4.8
Cc1csc2c1[C@@](N)(N=[N+]=[N-])CCC2,-4.6
Cc1csc2c1[C@](N)(N=[N+]=[N-])CCC2,-3.4
Cc1cscc1-c1nc([C@@H](C)O)no1,-5.6
Cc1cscc1-c1nc([C@H](C)O)no1,-6.0
Cc1cscc1[C@@H](C)c1cnc[nH]1,-5.8
Cc1cscc1[C@H](C)c1cnc[nH]1,-5.5
Cc1cscc1[C@@H](N)C1CCCCCC1,-6.2
Cc1cscc1[C@H](N)C1CCCCCC1,-5.8
Cc1cscc1[C@@H](N)c1ccsc1C,-4.7
Cc1cscc1[C@H](N)c1ccsc1C,-5.2
Cc1cscc1[C@@H](NN)C1=CCCO1,-5.3
Cc1cscc1[C@H](NN)C1=CCCO1,-6.0
Cc1cscc1[C@@H](O)Cc1cccnc1,-6.4
Cc1cscc1[C@H](O)Cc1cccnc1,-5.9
Cc1cscc1[C@@H](O)c1ccncc1F,-5.9
Cc1cscc1[C@H](O)c1ccncc1F,-6.2
Cc1cscc1[C@@H](O)c1ccsc1C,-4.9
Cc1cscc1[C@H](O)c1ccsc1C,-5.4
Cc1n[nH]c(=O)c2c1C=C[C@@H](C)C=C2,-4.5
Cc1n[nH]c(=O)c2c1C=C[C@H](C)C=C2,-5.6
Cc1n[nH]c(=O)n1[C@@H]1CCNC1,-5.6
Cc1n[nH]c(=O)n1[C@H]1CCNC1,-5.2
Cc1n[nH]c(C)c1C(=O)N(C)[C@@H](C)CN,-5.2
Cc1n[nH]c(C)c1C(=O)N(C)[C@H](C)CN,-4.6
Cc1n[nH]c(C)c1C(=O)N(C)[C@@H](C)CO,-5.2
Cc1n[nH]c(C)c1C(=O)N(C)[C@H](C)CO,-4.7
Cc1n[nH]c(C)c1C(=O)N1CC[C@@H](CO)C1,-5.6
Cc1n[nH]c(C)c1C(=O)N1CC[C@H](CO)C1,-6.4
Cc1n[nH]c(C)c1C(=O)N[C@@H](C)C1CCC1,-5.8
Cc1n[nH]c(C)c1C(=O)N[C@H](C)C1CCC1,-6.1
Cc1n[nH]c(C)c1[C@@H](C#N)NC(C)C,-4.0
Cc1n[nH]c(C)c1[C@H](C#N)NC(C)C,-4.4
Cc1n[nH]c(C)c1[C@@H](C)CN1CCNCC1,-5.0
Cc1n[nH]c(C)c1[C@H](C)CN1CCNCC1,-5.4
Cc1n[nH]c(C)c1[C@@H](N)C#N,-5.2
Cc1n[nH]c(C)c1[C@H](N)C#N,-4.5
Cc1n[nH]c(C)c1[C@@H](N)C(N)=O,-5.3
Cc1n[nH]c(C)c1[C@H](N)C(N)=O,-4.9
Cc1n[nH]c(C)c1[C@@H](NCC1CC1)C(=O)O,-5.4
Cc1n[nH]c(C)c1[C@H](NCC1CC1)C(=O)O,-5.7
Cc1n[nH]c(C)c1[C@@H](NCC1CC1)C(N)=O,-5.4
Cc1n[nH]c(C)c1[C@H](NCC1CC1)C(N)=O,-5.8
Cc1n[nH]c(C)c1[C@@H]1CCCC(=O)C1,-5.5
Cc1n[nH]c(C)c1[C@H]1CCCC(=O)C1,-4.9
Cc1n[nH]c(C)c1[C@@H]1CCOC1,-5.3
Cc1n[nH]c(C)c1[C@H]1CCOC1,-5.0
Cc1n[nH]c(C)c1CCCN1CC[C@@H](N)C1,-6.1
Cc1n[nH]c(C)c1CCCN1CC[C@H](N)C1,-6.4
Cc1n[nH]c(C)c1CN[C@@H](C)CN(C)C,-5.2
Cc1n[nH]c(C)c1CN[C@H](C)CN(C)C,-5.5
Cc1n[nH]c(C)c1CN[C@@H]1CCCC1(C)C,-5.8
Cc1n[nH]c(C)c1CN[C@H]1CCCC1(C)C,-5.4
Cc1n[nH]c(C)c1N1CC[C@@H](C(=O)O)C1,-5.0
Cc1n[nH]c(C)c1N1CC[C@H](C(=O)O)C1,-5.4
Cc1n[nH]c(C)c1NC(=O)N[C@@H](C)CN,-5.0
Cc1n[nH]c(C)c1NC(=O)N[C@H](C)CN,-4.7
Cc1nc(-c2nc([C@@H](C)CN)no2)cs1,-5.7
Cc1nc(-c2nc([C@H](C)CN)no2)cs1,-6.1
Cc1nc(-c2nc([C@@H](C)N)no2)cs1,-5.5
Cc1nc(-c2nc([C@H](C)N)no2)cs1,-6.0
Cc1nc(-c2nc([C@@H](C)O)no2)cs1,-5.6
Cc1nc(-c2nc([C@H](C)O)no2)cs1,-6.0
Cc1nc(-c2nnc([C@@H](C)N)o2)cs1,-5.5
Cc1nc(-c2nnc([C@H](C)N)o2)cs1,-5.9
Cc1nc(=O)oc2c1C=C[C@@H](C)C=C2,-5.1
Cc1nc(=O)oc2c1C=C[C@H](C)C=C2,-6.3
Cc1nc(C#C[C@@H]2CCCNC2)cs1,-6.7
Cc1nc(C#C[C@H]2CCCNC2)cs1,-6.2
Cc1nc(C(=O)N2CCN[C@@H](C)C2)no1,-5.0
Cc1nc(C(=O)N2CCN[C@H](C)C2)no1,-5.4
Cc1nc(C(C)(C)C)sc1[C@@H](C)N,-5.4
Cc1nc(C(C)(C)C)sc1[C@H](C)N,-5.0
Cc1nc([C@@](C)(O)NC(C)(C)C)ccc1O,-5.6
Cc1nc([C@](C)(O)NC(C)(C)C)ccc1O,-5.9
Cc1nc([C@@H](C)C(=O)O)c(CCO)[nH]1,-5.1
Cc1nc([C@H](C)C(=O)O)c(CCO)[nH]1,-5.4
Cc1nc([C@@H](C)C(C)C)c(C)s1,-4.9
Cc1nc([C@H](C)C(C)C)c(C)s1,-4.4
Cc1nc(C(C)C)sc1[S@@](C)=O,-4.4
Cc1nc(C(C)C)sc1[S@](C)=O,-4.7
Cc1nc([C@@H](C)CCN)sc1C,-5.0
Cc1nc([C@H](C)CCN)sc1C,-5.5
Cc1nc([C@@H](C)CN)[nH]c(=O)c1CCO,-5.4
Cc1nc([C@H](C)CN)[nH]c(=O)c1CCO,-5.8
Cc1nc([C@@H](C)N(C)C)nc(C)c1C(C)C,-4.2
Cc1nc([C@H](C)N(C)C)nc(C)c1C(C)C,-4.9
Cc1nc([C@@H](C)NC(=O)c2cc[nH]c2)n[nH]1,-6.7
Cc1nc([C@H](C)NC(=O)c2cc[nH]c2)n[nH]1,-6.1
Cc1nc([C@@H](C)NC2COC2)c(C)s1,-5.5
Cc1nc([C@H](C)NC2COC2)c(C)s1,-4.9
Cc1nc([C@@H](C)ON=[N+]=[N-])oc1C,-5.0
Cc1nc([C@H](C)ON=[N+]=[N-])oc1C,-5.3
Cc1nc([C@@H](C)n2cncn2)n[nH]1,-5.6
Cc1nc([C@H](C)n2cncn2)n[nH]1,-5.2
Cc1nc([C@@H](CN)c2ccccc2)n[nH]1,-6.8
Cc1nc([C@H](CN)c2ccccc2)n[nH]1,-7.1
Cc1nc([C@@H](CN=[N+]=[N-])C(C)(C)C)cs1,-5.2
Cc1nc([C@H](CN=[N+]=[N-])C(C)(C)C)cs1,-4.3
Cc1nc([C@@H](N)C2=CCCCO2)cs1,-6.3
Cc1nc([C@H](N)C2=CCCCO2)cs1,-5.8
Cc1nc([C@@H](N)C2CC2)[nH]c(=O)c1CCO,-6.2
Cc1nc([C@H](N)C2CC2)[nH]c(=O)c1CCO,-5.6
Cc1nc([C@@H](N)c2ncnn2C)cs1,-5.4
Cc1nc([C@H](N)c2ncnn2C)cs1,-5.1
Cc1nc(C)c(C(=O)N[C@@H](C)CN)s1,-4.7
Cc1nc(C)c(C(=O)N[C@H](C)CN)s1,-4.3
Cc1nc(C)c([C@@]2(C)CNCCO2)o1,-4.8
Cc1nc(C)c([C@]2(C)CNCCO2)o1,-5.1
Cc1nc(C)c([C@@]2(C)CNCCO2)s1,-4.4
Cc1nc(C)c([C@]2(C)CNCCO2)s1,-4.7
Cc1nc(C)c(C[C@@H](C)C(=O)O)c(C)n1,-4.9
Cc1nc(C)c(C[C@H](C)C(=O)O)c(C)n1,-4.1
Cc1nc(C)c(C[C@@H](C)CN)c(C)n1,-4.7
Cc1nc(C)c(C[C@H](C)CN)c(C)n1,-4.3
Cc1nc(C)c(C[C@@H](N)C(=O)O)s1,-5.2
Cc1nc(C)c(C[C@H](N)C(=O)O)s1,-4.9
Cc1nc(C)c(CO[C@@H]2CCNC2)s1,-5.5
Cc1nc(C)c(CO[C@H]2CCNC2)s1,-5.8
Cc1nc(C)n([C@@H](C)CC(C)(C)O)c1C,-4.4
Cc1nc(C)n([C@H](C)CC(C)(C)O)c1C,-3.8
Cc1nc(C)n(C[C@@](C)(N)C(=O)O)n1,-4.2
Cc1nc(C)n(C[C@](C)(N)C(=O)O)n1,-4.5
Cc1nc(C)n(C[C@@H](N)C2CCCC2)n1,-6.5
Cc1nc(C)n(C[C@H](N)C2CCCC2)n1,-6.1
Cc1nc(C)n(C[C@@H]2CCCN2)n1,-5.8
Cc1nc(C)n(C[C@H]2CCCN2)n1,-5.3
Cc1nc(C)n(CC[C@@](C)(N)C(=O)O)n1,-5.5
Cc1nc(C)n(CC[C@](C)(N)C(=O)O)n1,-5.2
Cc1nc([C@@]2(N)CCCC2(C)C)sc1C,-4.3
