smiles,docking_score
COc1ccc([C@@H](C)C(=O)Nc2cc(CSCCO)ccn2)cc1,-24.02
COc1ccc([C@H](C)C(=O)Nc2cc(CSCCO)ccn2)cc1,-30.48
CCC(=O)c1cccc(NC(=O)[C@@H](c2ccccc2)N(C)C)c1,-13.65
CCC(=O)c1cccc(NC(=O)[C@H](c2ccccc2)N(C)C)c1,-21.56
CCc1cnccc1C(=O)N[C@@H](C)c1ccc(Cl)cc1,-32.08
CCc1cnccc1C(=O)N[C@H](C)c1ccc(Cl)cc1,-38.39
COC(=O)[C@@H](NC(=O)c1ccc(C)c(Cl)c1)c1ccccc1,-27.96
COC(=O)[C@H](NC(=O)c1ccc(C)c(Cl)c1)c1ccccc1,-8.76
CCc1ccc(C(=O)N[C@@H](C)c2ccc(OC)c(F)c2)cc1,-33.69
CCc1ccc(C(=O)N[C@H](C)c2ccc(OC)c(F)c2)cc1,-23.62
COc1ccc(CN[C@@H](C)C2CCOCC2)cc1Br,-43.29
COc1ccc(CN[C@H](C)C2CCOCC2)cc1Br,-53.28
C[C@@H](NC(=O)C1(N)CCCCC1)c1c(F)cccc1F,-24.22
C[C@H](NC(=O)C1(N)CCCCC1)c1c(F)cccc1F,-40.1
O=C(O)C[C@@H]1CN(S(=O)(=O)CCc2ccccc2)CCO1,-7.66
O=C(O)C[C@H]1CN(S(=O)(=O)CCc2ccccc2)CCO1,6.05
CC[C@@H](CC(=O)N1CCC[C@H](C(=O)NC)C1)c1ccc(OC)cc1,-22.01
CC[C@H](CC(=O)N1CCC[C@@H](C(=O)NC)C1)c1ccc(OC)cc1,-15.4
CC(C)(C(=O)N[C@@H]1CCC[C@H](C(N)=O)C1)c1ccc(Br)cc1,-23.58
CC(C)(C(=O)N[C@H]1CCC[C@H](C(N)=O)C1)c1ccc(Br)cc1,-17.55
COc1cccc(C(=O)NC[C@@]2(N(C)C)CCC[C@H](C)C2)c1F,-33.55
COc1cccc(C(=O)NC[C@]2(N(C)C)CCC[C@@H](C)C2)c1F,-46.88
CCC(CC)[C@@H](C(=O)Nc1cccc(CO)c1)N1CCOCC1,-17.01
CCC(CC)[C@H](C(=O)Nc1cccc(CO)c1)N1CCOCC1,-23.68
O=S(=O)(N[C@@H](CCCO)c1ccccc1)c1cc(F)ccc1F,-26.37
O=S(=O)(N[C@H](CCCO)c1ccccc1)c1cc(F)ccc1F,-31.96
COC(=O)[C@@H]1CN(CC(=O)N(C)c2ccccc2)C[C@@H](C)O1,-25.41
COC(=O)[C@H]1CN(CC(=O)N(C)c2ccccc2)C[C@@H](C)O1,-12.15
CC(=O)N1CCC(CN[C@@H](C)c2ccc(OCCN(C)C)cc2)CC1,-15.9
CC(=O)N1CCC(CN[C@H](C)c2ccc(OCCN(C)C)cc2)CC1,-27.81
COc1cc(OC)c([C@@H](C)NCc2ccc(C(N)=O)cc2)cc1Cl,-45.92
COc1cc(OC)c([C@H](C)NCc2ccc(C(N)=O)cc2)cc1Cl,-36.25
C[C@@H]1CN(C(=O)C(=O)Nc2ccc(Cl)c(F)c2)CCS1(=O)=O,-27.54
C[C@H]1CN(C(=O)C(=O)Nc2ccc(Cl)c(F)c2)CCS1(=O)=O,-41.6
C[C@@H](NS(=O)(=O)c1ccc(CCC(=O)O)cc1)c1ccccc1Cl,-18.62
C[C@H](NS(=O)(=O)c1ccc(CCC(=O)O)cc1)c1ccccc1Cl,-10.89
Cc1cccc(O[C@@H](C)C(=O)N2CCCC[C@@H]2C(N)=O)c1,-19.91
Cc1cccc(O[C@H](C)C(=O)N2CCCC[C@H]2C(N)=O)c1,-8.83
C[C@@H]1CN(S(=O)(=O)N(Cc2ccccc2)CC(F)F)C[C@@H](C)O1,-19.34
C[C@H]1CN(S(=O)(=O)N(Cc2ccccc2)CC(F)F)C[C@H](C)O1,-27.42
CCN1CC[C@@H](N(C)C(=O)Nc2cc(C(=O)OC)ccc2C)[C@H](C)C1,-24.0
CCN1CC[C@H](N(C)C(=O)Nc2cc(C(=O)OC)ccc2C)[C@H](C)C1,-29.14
C[C@@H]1CN(CC(=O)Nc2ccc(Br)cc2Cl)C[C@@H](C)O1,-36.79
C[C@H]1CN(CC(=O)Nc2ccc(Br)cc2Cl)C[C@H](C)O1,-24.77
CNC(=O)COc1ccc(NC(=O)[C@@H](c2ccccc2)N(C)C)cc1,-24.11
CNC(=O)COc1ccc(NC(=O)[C@H](c2ccccc2)N(C)C)cc1,-31.35
C[C@@H]1CO[C@H](CO)CN1CCOc1ccc([N+](=O)[O-])cc1,-31.33
C[C@H]1CO[C@H](CO)CN1CCOc1ccc([N+](=O)[O-])cc1,-38.64
COC[C@@H]1CCCN(CC(=O)Nc2ccc(S(C)(=O)=O)cc2)C1,-27.41
COC[C@H]1CCCN(CC(=O)Nc2ccc(S(C)(=O)=O)cc2)C1,-33.28
CCOC(=O)C[C@@H](NC(=O)N1CCC(C)CC1)c1ccc(F)cc1,-27.95
CCOC(=O)C[C@H](NC(=O)N1CCC(C)CC1)c1ccc(F)cc1,-35.77
C[C@@H]1CN(CC(=O)Nc2cccc(I)c2)C[C@@H](C)N1,-48.03
C[C@H]1CN(CC(=O)Nc2cccc(I)c2)C[C@H](C)N1,-42.46
C[C@@H]1CCCC[C@@H]1OCCN1CCN(CC(F)(F)C(F)F)CC1,-14.46
C[C@@H]1CCCC[C@H]1OCCN1CCN(CC(F)(F)C(F)F)CC1,-46.77
C[C@H]1CCCC[C@@H]1OCCN1CCN(CC(F)(F)C(F)F)CC1,-34.21
C[C@H]1CCCC[C@H]1OCCN1CCN(CC(F)(F)C(F)F)CC1,-25.94
CC[C@@H](C)[C@@H](C(=O)Nc1ccccc1Br)c1ccccc1,-31.55
CC[C@@H](C)[C@H](C(=O)Nc1ccccc1Br)c1ccccc1,-22.89
CC[C@@H](NS(=O)(=O)c1ccc(C#N)c(Cl)c1)C1CCOCC1,-33.06
CC[C@H](NS(=O)(=O)c1ccc(C#N)c(Cl)c1)C1CCOCC1,-27.34
COc1c(C)cc(CN(C)C(=O)[C@@H]2CCCN(C(C)=O)C2)cc1C,-27.68
COc1c(C)cc(CN(C)C(=O)[C@H]2CCCN(C(C)=O)C2)cc1C,-20.01
Cc1ncncc1C(=O)N[C@@H](CCO)c1ccccc1,-30.79
Cc1ncncc1C(=O)N[C@H](CCO)c1ccccc1,-24.9
CC(C)[C@@H]1CN(C)CCN1C(=O)C(=O)Nc1cnc(C(C)(C)C)nc1,-34.93
CC(C)[C@H]1CN(C)CCN1C(=O)C(=O)Nc1cnc(C(C)(C)C)nc1,-49.54
CCC[C@@H](C)OC(=O)c1cccc(NC(=O)CN2CCOCC2)c1,-38.08
CCC[C@H](C)OC(=O)c1cccc(NC(=O)CN2CCOCC2)c1,-18.41
CC(C)NC(=O)CN1CCN(C(=O)[C@@](C)(O)Cc2ccccc2)CC1,-14.67
CC(C)NC(=O)CN1CCN(C(=O)[C@](C)(O)Cc2ccccc2)CC1,-8.8
CCOC(=O)C1CCN(C(=O)C[C@@H](C)c2ccncc2)CC1,-29.74
CCOC(=O)C1CCN(C(=O)C[C@H](C)c2ccncc2)CC1,-23.48
C[C@@H](NC(=O)N1CCO[C@@H](C#N)C1)c1ccc(OC(F)F)cc1,-28.07
C[C@H](NC(=O)N1CCO[C@@H](C#N)C1)c1ccc(OC(F)F)cc1,-17.71
CO[C@@H]1CCCN(C(=O)[C@@H](C)Oc2ccc(F)c(F)c2)C1,-32.93
CO[C@@H]1CCCN(C(=O)[C@H](C)Oc2ccc(F)c(F)c2)C1,-25.22
Cc1ccccc1[C@@H](C)CC(=O)N1CCNC(=O)[C@H]1C,-33.98
Cc1ccccc1[C@H](C)CC(=O)N1CCNC(=O)[C@@H]1C,-26.2
COC(=O)[C@@H]1CCCN(C(=O)NCc2cncc(C)c2)C1,-30.36
COC(=O)[C@H]1CCCN(C(=O)NCc2cncc(C)c2)C1,-36.35
CC(C)CNC(=O)N1CCC[C@@H](C(=O)NCc2ccc(O)c(F)c2)C1,-20.5
CC(C)CNC(=O)N1CCC[C@H](C(=O)NCc2ccc(O)c(F)c2)C1,-28.11
CC[C@@H](NC(=O)N1CCC(CO)CC1)c1cccc(Cl)c1,-28.48
CC[C@H](NC(=O)N1CCC(CO)CC1)c1cccc(Cl)c1,-33.54
C[C@@H](NCC1CCNCC1)c1cccc([N+](=O)[O-])c1,-35.42
C[C@H](NCC1CCNCC1)c1cccc([N+](=O)[O-])c1,-27.87
CC[C@@H](NC(=O)c1c(F)cccc1F)C1=CCCN(CCO)C1,-42.61
CC[C@H](NC(=O)c1c(F)cccc1F)C1=CCCN(CCO)C1,-34.58
CC[C@@H]1CN(CC(=O)Nc2cc(Cl)ccc2OC)C[C@H](C)O1,-22.46
CC[C@H]1CN(CC(=O)Nc2cc(Cl)ccc2OC)C[C@H](C)O1,-15.54
CC[C@@H]1CCCN(C(=O)C(=O)Nc2cc(S(C)(=O)=O)ccc2F)C1,-28.14
CC[C@H]1CCCN(C(=O)C(=O)Nc2cc(S(C)(=O)=O)ccc2F)C1,-36.34
CC[C@@H](C(=O)Nc1ncccc1Cl)c1ccc(OC)cc1,-26.71
CC[C@H](C(=O)Nc1ncccc1Cl)c1ccc(OC)cc1,-36.53
Fc1ccc([C@@H](CC(F)(F)F)NCC2=CCCOC2)cc1,-35.01
Fc1ccc([C@H](CC(F)(F)F)NCC2=CCCOC2)cc1,-28.98
CCN1CCN([C@@H](C)CNc2ccc([N+](=O)[O-])cc2C#N)CC1,-34.07
CCN1CCN([C@H](C)CNc2ccc([N+](=O)[O-])cc2C#N)CC1,-27.09
CC(=O)Nc1ccc(O)c(C(=O)N[C@@H](c2ccccc2)C(F)(F)F)c1,2.78
CC(=O)Nc1ccc(O)c(C(=O)N[C@H](c2ccccc2)C(F)(F)F)c1,47.25
COc1cccc([C@@H](C)C(=O)Nc2ccc(C(=O)N(C)C)c(C)c2)c1,-36.69
COc1cccc([C@H](C)C(=O)Nc2ccc(C(=O)N(C)C)c(C)c2)c1,-31.35
Cc1cccc([C@@H](CC(=O)N2C[C@@H](C)S[C@@H](C)C2)NC(N)=O)c1,-7.47
Cc1cccc([C@H](CC(=O)N2C[C@@H](C)S[C@@H](C)C2)NC(N)=O)c1,-20.79
CC/C(=C\C(=O)N1CCS(=O)(=O)[C@@H](C)[C@@H]1C)c1ccc(OC)cc1,-33.56
CC/C(=C\C(=O)N1CCS(=O)(=O)[C@H](C)[C@H]1C)c1ccc(OC)cc1,-38.84
Cc1cc(Br)ccc1NC(=O)[C@@H](C)N1CCSCC1,-28.47
Cc1cc(Br)ccc1NC(=O)[C@H](C)N1CCSCC1,-19.84
Cc1ccc(C(=O)N[C@@H](C[S@@](C)=O)c2ccccc2)c(F)c1,-19.67
Cc1ccc(C(=O)N[C@@H](C[S@](C)=O)c2ccccc2)c(F)c1,-33.97
CN(C)C[C@@H]1CN(CCOc2cccc(Br)c2)CCO1,-41.93
CN(C)C[C@H]1CN(CCOc2cccc(Br)c2)CCO1,-32.65
NC[C@@H](NC(=O)c1cncc(Br)c1)C1CCCCC1,-35.55
NC[C@H](NC(=O)c1cncc(Br)c1)C1CCCCC1,-40.55
CC(=O)N[C@@H]1CCCN(C(=O)CNc2ccccc2N(C)C(C)=O)C1,-13.03
CC(=O)N[C@H]1CCCN(C(=O)CNc2ccccc2N(C)C(C)=O)C1,-18.76
C[C@@H]1CCCCN1C(=O)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-34.41
C[C@H]1CCCCN1C(=O)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-40.52
CCC[C@@H](NC(=O)c1ccc(OC)nn1)C1CCCCC1,-30.57
CCC[C@H](NC(=O)c1ccc(OC)nn1)C1CCCCC1,-22.46
C[C@@H]1CCC[C@H](N(C)C(=O)CC2CCOCC2)C1,-27.8
C[C@H]1CCC[C@@H](N(C)C(=O)CC2CCOCC2)C1,-22.29
COC1CCN([C@@H](C)C(=O)Nc2cccc(Cl)c2Cl)CC1,-32.05
COC1CCN([C@H](C)C(=O)Nc2cccc(Cl)c2Cl)CC1,-37.06
C[C@@H](c1ccc(F)cc1)S(=O)(=O)Cc1nc(N)nc(N(C)C)n1,-26.92
C[C@H](c1ccc(F)cc1)S(=O)(=O)Cc1nc(N)nc(N(C)C)n1,-33.03
CN(C)c1ccc(CNC(=O)[C@@]2(C)CCCNC2)cc1,-43.38
CN(C)c1ccc(CNC(=O)[C@]2(C)CCCNC2)cc1,-35.53
CCCOc1ccc([C@@H](C)N[C@@H](C)c2cccnc2)cc1,-19.66
CCCOc1ccc([C@@H](C)N[C@H](C)c2cccnc2)cc1,-45.21
C[C@@H](C(=O)Nc1ccc(Cl)c(Cl)c1)N1CCS(=O)CC1,-29.83
C[C@H](C(=O)Nc1ccc(Cl)c(Cl)c1)N1CCS(=O)CC1,-5.86
C[C@@H](NC(=O)[C@@H]1CCCNC1)c1c(Cl)ccc(F)c1Cl,-17.63
C[C@@H](NC(=O)[C@H]1CCCNC1)c1c(Cl)ccc(F)c1Cl,-32.53
C[C@H](NC(=O)[C@@H]1CCCNC1)c1c(Cl)ccc(F)c1Cl,-47.34
C[C@H](NC(=O)[C@H]1CCCNC1)c1c(Cl)ccc(F)c1Cl,-41.56
CNS(=O)(=O)c1cccc(NC(=O)[C@@H](C)c2cccnc2)c1C,-16.34
CNS(=O)(=O)c1cccc(NC(=O)[C@H](C)c2cccnc2)c1C,-1.55
CC(=O)NCc1ccc(C(=O)N[C@@H](C)c2ccc(F)c(F)c2)cc1,-32.11
CC(=O)NCc1ccc(C(=O)N[C@H](C)c2ccc(F)c(F)c2)cc1,-26.24
C=CCOc1cccc(NC(=O)C(=O)N2CCC[C@@H](NC(C)=O)C2)c1,-32.1
C=CCOc1cccc(NC(=O)C(=O)N2CCC[C@H](NC(C)=O)C2)c1,-23.74
Cc1ccc(S(=O)(=O)N(C)[C@@H](C)c2ccccn2)cc1Cl,-30.05
Cc1ccc(S(=O)(=O)N(C)[C@H](C)c2ccccn2)cc1Cl,-39.12
CCOCCN1CCN([C@@H](C)C(=O)Nc2cc(Cl)ccc2C)CC1,-18.77
CCOCCN1CCN([C@H](C)C(=O)Nc2cc(Cl)ccc2C)CC1,-29.04
CCOC(=O)[C@@H]1CCCCN1C(=O)CN(C)c1ccccc1OC,-31.51
CCOC(=O)[C@H]1CCCCN1C(=O)CN(C)c1ccccc1OC,-16.17
C[C@@H]1C[C@@H](C)CN(S(=O)(=O)NC[C@@H]2CCCNC2)C1,-30.53
C[C@@H]1C[C@H](C)CN(S(=O)(=O)NC[C@@H]2CCCNC2)C1,-14.69
C[C@@H](NC(=O)c1ccc(=O)[nH]c1)c1ccc(F)cc1,-34.96
C[C@H](NC(=O)c1ccc(=O)[nH]c1)c1ccc(F)cc1,-29.43
Cc1ccc(C(=O)N(C)[C@@H](C)c2ccncc2)cc1[N+](=O)[O-],-28.28
Cc1ccc(C(=O)N(C)[C@H](C)c2ccncc2)cc1[N+](=O)[O-],-18.13
COC(=O)c1ccc(C(=O)N[C@@H](C(=O)OC)c2ccccc2)cc1,-34.99
COC(=O)c1ccc(C(=O)N[C@H](C(=O)OC)c2ccccc2)cc1,-8.4
COC(=O)[C@@H](NC[C@@H]1CC=CCC1)c1cccc(C#N)c1,-27.21
COC(=O)[C@H](NC[C@@H]1CC=CCC1)c1cccc(C#N)c1,-32.5
CC(C)Sc1ccc([C@@H](C)N[C@@H](C)c2cncc(F)c2)cc1,-41.46
CC(C)Sc1ccc([C@H](C)N[C@@H](C)c2cncc(F)c2)cc1,-51.75
COC[C@@H]1CCCN(CCCc2ccccc2C)C1,-41.64
COC[C@H]1CCCN(CCCc2ccccc2C)C1,-47.86
COC(=O)N1CCC[C@@H](C(=O)NCc2cc(C)cc(OC)c2)C1,-37.91
COC(=O)N1CCC[C@H](C(=O)NCc2cc(C)cc(OC)c2)C1,-28.09
Cc1ncc([C@@H](C)NC[C@@H]2CCCC[C@@H]2C)c(C)n1,-34.25
Cc1ncc([C@@H](C)NC[C@H]2CCCC[C@@H]2C)c(C)n1,-41.48
CC(C)[C@@H](NC(=O)C1CCNCC1)c1ccccc1,-38.17
CC(C)[C@H](NC(=O)C1CCNCC1)c1ccccc1,-27.88
N#CCC[C@@H](NC(=O)c1cc[nH]c(=O)c1)c1ccccc1,-28.46
N#CCC[C@H](NC(=O)c1cc[nH]c(=O)c1)c1ccccc1,-36.45
C[C@@H]1CCC[C@@H](C)N1C(=O)CCc1ccccc1Br,-27.53
C[C@H]1CCC[C@H](C)N1C(=O)CCc1ccccc1Br,-34.11
NC(=O)[C@@H]1CCCCN1C(=O)CCc1cccc(Br)c1,-37.75
NC(=O)[C@H]1CCCCN1C(=O)CCc1cccc(Br)c1,-25.98
Cc1ccc(F)cc1NC(=O)[C@@H](C)N1CCC(C(=O)N(C)C)CC1,-24.73
Cc1ccc(F)cc1NC(=O)[C@H](C)N1CCC(C(=O)N(C)C)CC1,-49.27
Cc1ccc(S(=O)(=O)N[C@@H](C)c2cc(C)c(C)cc2C)cc1,-30.0
Cc1ccc(S(=O)(=O)N[C@H](C)c2cc(C)c(C)cc2C)cc1,-37.46
Cc1cccc(C(=O)N(C)[C@@H](C)c2ccc(F)c(F)c2)c1O,-33.31
Cc1cccc(C(=O)N(C)[C@H](C)c2ccc(F)c(F)c2)c1O,-25.18
NC[C@@H]1CN(CC(=O)Nc2ccc(Br)cc2F)CCO1,-50.64
NC[C@H]1CN(CC(=O)Nc2ccc(Br)cc2F)CCO1,-38.65
CC(=O)N1CCCC[C@@H]1C(=O)N(C)Cc1ccc(F)c(F)c1,-31.01
CC(=O)N1CCCC[C@H]1C(=O)N(C)Cc1ccc(F)c(F)c1,-24.54
C[C@@H](N[C@@H](C)c1cc(Cl)ccc1Cl)c1ccc(C#N)cc1,-45.83
C[C@H](N[C@@H](C)c1cc(Cl)ccc1Cl)c1ccc(C#N)cc1,-30.28
C[C@@H](NS(=O)(=O)c1ccc(F)cc1)c1cccc(O)c1,-32.76
C[C@H](NS(=O)(=O)c1ccc(F)cc1)c1cccc(O)c1,-25.18
CNS(=O)(=O)c1ccc([C@@H](C)N[C@@H](C)c2cccc([N+](=O)[O-])c2)cc1,-24.08
CNS(=O)(=O)c1ccc([C@@H](C)N[C@H](C)c2cccc([N+](=O)[O-])c2)cc1,-39.6
CC(C)[C@@H](Sc1cccc(C#N)c1)C(=O)N1CCC[C@H](C)C1,-19.45
CC(C)[C@H](Sc1cccc(C#N)c1)C(=O)N1CCC[C@H](C)C1,-13.51
CC[C@@H](C(=O)Nc1cccc(Cl)c1)n1c(C)cc(C)nc1=O,-29.78
CC[C@H](C(=O)Nc1cccc(Cl)c1)n1c(C)cc(C)nc1=O,-21.26
Cc1cc(C(=O)N[C@@H](C)[C@@H]2CCCNC2)c(F)cc1F,-37.53
Cc1cc(C(=O)N[C@H](C)[C@@H]2CCCNC2)c(F)cc1F,-30.67
C[C@@H]1C[C@@H](C)CN(C(=O)CSc2ccncc2)C1,-29.57
C[C@@H]1C[C@H](C)CN(C(=O)CSc2ccncc2)C1,-35.49
C[C@@H](C(=O)Nc1ccc(C(F)(F)F)cc1)N1CCC(CO)CC1,-35.68
C[C@H](C(=O)Nc1ccc(C(F)(F)F)cc1)N1CCC(CO)CC1,-52.8
C[C@@H]1C[C@@H](C)CN(C(=O)C(=O)Nc2cnc(N(C)C)nc2)C1,-27.83
C[C@@H]1C[C@H](C)CN(C(=O)C(=O)Nc2cnc(N(C)C)nc2)C1,-36.11
CC(C)c1ccc(C(=O)NC[C@@H]2CCCN(C)C2)cn1,-49.28
CC(C)c1ccc(C(=O)NC[C@H]2CCCN(C)C2)cn1,-40.64
CC[C@@H]1CN([C@@H](C)C(=O)Nc2cc(C)ccc2C)CCN1CCOC,-24.9
CC[C@H]1CN([C@@H](C)C(=O)Nc2cc(C)ccc2C)CCN1CCOC,-43.06
COC[C@@H](NC(=O)c1ccc(O)c(Cl)c1)c1ccc(F)cc1,-34.3
COC[C@H](NC(=O)c1ccc(O)c(Cl)c1)c1ccc(F)cc1,-39.73
CC[C@@H]1CN(C(=O)C(=O)Nc2ccccc2C(F)(F)F)CCS1,-36.25
CC[C@H]1CN(C(=O)C(=O)Nc2ccccc2C(F)(F)F)CCS1,-41.68
COC(=O)c1ccc(CN[C@@H](C)c2ccc(Br)cc2)nc1,-29.98
COC(=O)c1ccc(CN[C@H](C)c2ccc(Br)cc2)nc1,-44.71
COCCOc1ncccc1C(=O)N[C@@H](C#N)c1ccccc1F,-31.69
COCCOc1ncccc1C(=O)N[C@H](C#N)c1ccccc1F,-23.84
C[C@@H]1CN(C)CC[C@@H]1N(C)S(=O)(=O)Cc1cc(Cl)ccc1F,-37.29
C[C@H]1CN(C)CC[C@@H]1N(C)S(=O)(=O)Cc1cc(Cl)ccc1F,-45.38
CN(C[C@@H](O)c1ccc(F)cc1)c1ccncc1[N+](=O)[O-],-22.33
CN(C[C@H](O)c1ccc(F)cc1)c1ccncc1[N+](=O)[O-],-28.64
C[C@@H](c1cccnc1)N(C)C(=O)c1ccc(N(C)C)c(F)c1,-28.24
C[C@H](c1cccnc1)N(C)C(=O)c1ccc(N(C)C)c(F)c1,-35.74
CCS(=O)(=O)N1CCC(C(=O)N(C)[C@@H](C)c2cc(F)ccc2F)CC1,-21.79
CCS(=O)(=O)N1CCC(C(=O)N(C)[C@H](C)c2cc(F)ccc2F)CC1,-10.01
Cc1cc(Cl)ccc1O[C@@H](C)C(=O)N1CCC(NC(N)=O)CC1,-32.93
Cc1cc(Cl)ccc1O[C@H](C)C(=O)N1CCC(NC(N)=O)CC1,-20.08
CCCCOc1ncccc1CNC(=O)[C@@H]1CCCN(C(C)=O)C1,-28.89
CCCCOc1ncccc1CNC(=O)[C@H]1CCCN(C(C)=O)C1,-33.9
CC(C)CN1CCO[C@@H](CNC(=O)c2cc(Br)ccc2F)C1,-40.39
CC(C)CN1CCO[C@H](CNC(=O)c2cc(Br)ccc2F)C1,-34.79
CC[C@@H](Oc1ccccc1Cl)C(=O)N1CCN(CC)CC1,-34.51
CC[C@H](Oc1ccccc1Cl)C(=O)N1CCN(CC)CC1,-24.11
C[C@@H]1C[C@@H](C)CN(C(=O)CNc2cc(F)c(F)c(F)c2)C1,-28.33
C[C@@H]1C[C@H](C)CN(C(=O)CNc2cc(F)c(F)c(F)c2)C1,-33.48
CCCNC(=O)C1CCN([C@@H](C)C(=O)Nc2ccc(Cl)cc2C)CC1,-35.76
CCCNC(=O)C1CCN([C@H](C)C(=O)Nc2ccc(Cl)cc2C)CC1,-54.73
COc1ccc(OCCN2CCC[C@@](C)(C(=O)O)C2)cc1,-30.87
COc1ccc(OCCN2CCC[C@](C)(C(=O)O)C2)cc1,-24.24
CCN1CCCC[C@@H]1CNC(=O)c1ccc(C(=O)N(C)C)nc1C,-6.94
CCN1CCCC[C@H]1CNC(=O)c1ccc(C(=O)N(C)C)nc1C,-30.91
Cc1ccccc1[C@@H](NC(=O)c1nccnc1N)C(C)C,-27.95
Cc1ccccc1[C@H](NC(=O)c1nccnc1N)C(C)C,-19.02
Cc1ccc([C@@H](C)NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1C,-38.73
Cc1ccc([C@H](C)NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1C,-28.56
C[C@@H]1CN(CCOc2ccccc2C(=O)O)C[C@@H](C)O1,-18.62
C[C@H]1CN(CCOc2ccccc2C(=O)O)C[C@H](C)O1,2.77
Cc1ccccc1[C@@H](C)NC(=O)N1CCC(C(F)(F)F)CC1,-23.01
Cc1ccccc1[C@H](C)NC(=O)N1CCC(C(F)(F)F)CC1,-13.87
CC[C@@H]1CCC[C@@H](NC(=O)N[C@@H]2CCC(=O)N(C)C2)C1,-14.53
CC[C@@H]1CCC[C@H](NC(=O)N[C@@H]2CCC(=O)N(C)C2)C1,-24.32
CC[C@@H]1CN(CC(=O)Nc2ccc(Cl)cc2C)CCO1,-33.85
CC[C@H]1CN(CC(=O)Nc2ccc(Cl)cc2C)CCO1,-40.75
COc1ccc(CNC(=O)N2CCO[C@@H](C(N)=O)C2)c(OC)c1OC,-17.92
COc1ccc(CNC(=O)N2CCO[C@H](C(N)=O)C2)c(OC)c1OC,-10.31
Cc1ccc(NC(=O)C[C@@H]2CNCCO2)cc1C(N)=O,-37.65
Cc1ccc(NC(=O)C[C@H]2CNCCO2)cc1C(N)=O,-32.41
C[C@@H](SCc1nc(N)nc(N)n1)c1ccccc1Cl,-34.19
C[C@H](SCc1nc(N)nc(N)n1)c1ccccc1Cl,-29.0
CCCC(=O)N[C@@H]1CCCN(CC(=O)Nc2cc(C)cc(C)c2)C1,-25.44
CCCC(=O)N[C@H]1CCCN(CC(=O)Nc2cc(C)cc(C)c2)C1,-2.07
CC(C)CNC(=O)c1ccc(NC(=O)N[C@@H]2CCC(=O)N(C)C2)cc1,-21.23
CC(C)CNC(=O)c1ccc(NC(=O)N[C@H]2CCC(=O)N(C)C2)cc1,-28.99
COC(=O)[C@@H](NC(=O)c1cccc(C(F)(F)F)c1F)c1ccccc1,-24.54
COC(=O)[C@H](NC(=O)c1cccc(C(F)(F)F)c1F)c1ccccc1,-34.21
CC[C@@H](C)N(Cc1ccncc1)Cc1ccc(OC)nc1,-40.52
CC[C@H](C)N(Cc1ccncc1)Cc1ccc(OC)nc1,-27.15
Cc1ccc(NC(=O)CN2CCC[C@@H](OCCO)C2)c(Cl)c1,-33.71
Cc1ccc(NC(=O)CN2CCC[C@H](OCCO)C2)c(Cl)c1,-24.75
O=S(=O)(NC[C@@H]1CCCOC1)c1c(Cl)cccc1C(F)(F)F,-14.42
O=S(=O)(NC[C@H]1CCCOC1)c1c(Cl)cccc1C(F)(F)F,-25.62
C[C@@H](Sc1ccc([N+](=O)[O-])cc1)C(=O)N1CCO[C@H](C#N)C1,-30.61
C[C@H](Sc1ccc([N+](=O)[O-])cc1)C(=O)N1CCO[C@@H](C#N)C1,-9.38
CC(C)N1CCC[C@@H](CN[C@@H](C)c2ccccn2)C1,-47.24
CC(C)N1CCC[C@H](CN[C@@H](C)c2ccccn2)C1,-41.91
CS(=O)(=O)Cc1ccc(C(=O)N[C@@H](CN)C2CCCCC2)cc1,-17.97
CS(=O)(=O)Cc1ccc(C(=O)N[C@H](CN)C2CCCCC2)cc1,-27.28
COc1cc(C(=O)NC[C@@H]2CCCNC2)c([N+](=O)[O-])cc1OC(F)F,-26.49
COc1cc(C(=O)NC[C@H]2CCCNC2)c([N+](=O)[O-])cc1OC(F)F,-19.64
CC(=O)c1ccc(NC(=O)C[C@@H]2CCCCO2)cc1C,-24.57
CC(=O)c1ccc(NC(=O)C[C@H]2CCCCO2)cc1C,-30.39
C[C@@H]1C[C@@H](C)CN(C(=O)CS(=O)(=O)c2cccc[n+]2[O-])C1,-16.32
C[C@@H]1C[C@H](C)CN(C(=O)CS(=O)(=O)c2cccc[n+]2[O-])C1,-24.17
CC[C@@H]1CN(CC(=O)Nc2ccc(C)c(C)c2)CCN1C[C@@H](C)O,-39.31
CC[C@H]1CN(CC(=O)Nc2ccc(C)c(C)c2)CCN1C[C@@H](C)O,-49.67
CC[C@@H](NC(=O)c1ccc(COC)cc1)c1ccncc1,-21.85
CC[C@H](NC(=O)c1ccc(COC)cc1)c1ccncc1,-31.4
CSc1ccc(NC(=O)[C@@H](C)N2CCSCC2)cc1,-23.94
CSc1ccc(NC(=O)[C@H](C)N2CCSCC2)cc1,-31.58
COC[C@@H]1CCCN(C(=O)NCc2ccccc2OC)C1,-23.36
COC[C@H]1CCCN(C(=O)NCc2ccccc2OC)C1,-16.06
C[C@@H]1CCCCN1C(=S)NC(=O)c1ccccc1,-18.2
